R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_50_891.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_50_891.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_50_891.jpg,-0.8000001,0.9704275,0,2.22462
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_50_962.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_50_962.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_50_962.jpg,-0.7401899,1,0,3.148997
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_033.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_033.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_033.jpg,-0.5041379,1,0,4.092217
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_104.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_104.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_104.jpg,-0.3161397,1,0,4.797213
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_174.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_174.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_174.jpg,-0.08208272,1,0,5.724781
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_243.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_243.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_243.jpg,0,1,0,6.412
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_313.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_313.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_313.jpg,0,1,0,7.326349
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_383.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_383.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_383.jpg,-0.15,1,0,8.003298
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_453.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_453.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_453.jpg,-0.35,1,0,8.878551
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_522.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_522.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_522.jpg,-0.2047755,1,0,9.546153
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_592.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_592.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_592.jpg,-0.01832809,1,0,10.21172
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_661.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_661.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_661.jpg,0,1,0,11.09227
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_732.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_732.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_732.jpg,0,1,0,11.58697
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_801.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_801.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_801.jpg,-0.05,1,0,12.60495
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_870.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_870.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_870.jpg,-0.2,1,0,13.17471
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_51_940.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_51_940.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_51_940.jpg,-0.4,1,0,14.10935
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_010.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_010.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_010.jpg,-0.4434194,1,0,14.65823
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_081.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_081.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_081.jpg,-0.2087439,1,0,15.52952
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_151.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_151.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_151.jpg,-0.1309154,1,0,16.15233
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_222.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_222.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_222.jpg,-0.3309155,1,0,16.91487
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_292.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_292.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_292.jpg,-0.1939704,1,0,17.71888
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_361.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_361.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_361.jpg,-0.006985941,1,0,18.48354
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_431.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_431.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_431.jpg,0,1,0,18.94952
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_501.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_501.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_501.jpg,0,1,0,19.77621
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_569.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_569.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_569.jpg,0,1,0,20.49077
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_637.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_637.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_637.jpg,0,1,0,21.28187
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_705.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_705.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_705.jpg,0,1,0,21.82121
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_774.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_774.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_774.jpg,-0.2,1,0,22.60845
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_842.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_842.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_842.jpg,-0.35,1,0,23.168
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_910.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_910.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_910.jpg,-0.5000001,1,0,23.65092
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_52_980.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_52_980.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_52_980.jpg,-0.7,1,0,24.24082
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_049.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_049.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_049.jpg,-0.63937,1,0,24.69683
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_120.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_120.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_120.jpg,-0.4057231,1,0,25.46655
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_190.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_190.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_190.jpg,-0.2189086,1,0,26.05701
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_259.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_259.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_259.jpg,0,1,0,26.79992
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_331.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_331.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_331.jpg,0,1,0,27.3525
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_403.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_403.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_403.jpg,0,1,0,28.09613
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_473.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_473.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_473.jpg,0,1,0,28.83685
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_543.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_543.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_543.jpg,0,1,0,29.38883
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_612.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_612.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_612.jpg,0,1,0,30.11933
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_680.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_680.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_680.jpg,0,1,0,30.19034
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_748.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_748.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_748.jpg,0,1,0,30.19029
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_817.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_817.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_817.jpg,0,1,0,30.18976
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_884.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_884.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_884.jpg,0,1,0,30.19027
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_53_951.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_53_951.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_53_951.jpg,-0.15,1,0,30.18401
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_54_018.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_54_018.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_54_018.jpg,0,1,0,30.19021
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_54_085.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_54_085.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_54_085.jpg,0,1,0,30.19012
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_54_153.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_54_153.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_54_153.jpg,0,1,0,30.1902
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_54_220.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_54_220.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_54_220.jpg,0,1,0,30.19015
R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\center_2017_05_18_14_28_54_287.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\left_2017_05_18_14_28_54_287.jpg,R:\Udacity\Nanodegrees\Self Driving Cars\Project 3\CarND-Behavioral-Cloning-P3\IMG\right_2017_05_18_14_28_54_287.jpg,-0.1,1,0,30.1875
